ramp_PG_sa_lr1,ramp_PG_sa_lr0.1,ramp_A3C_sa_lr1,ramp_A3C_sa_lr0.1,ramp_A3C_sa_lr0.01,ramp_PPO_sa_lr5e-5,ramp_PG_ma_lr0.01,ramp_A3C_ma_lr0.01,ramp_PPO_ma_lr0.1,ramp_PPO_ma_lr5e-5,,,ramp_len100_pos300,ramp_len150_pos300,ramp_len200_pos300,ramp_len200_pos200,ramp_len200_pos250,ramp_len200_pos350,ramp_len250_pos300,ramp_turn
nan,nan,-26370.62149,-28679.62545,-28567.31584,nan,nan,-25184.94185,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26370.62149,-28679.62545,-28567.31584,nan,nan,-25184.94185,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26370.62149,-28679.62545,-28586.05333,nan,nan,-25183.56283,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26370.62149,-28595.96198,-28586.05333,nan,nan,-25162.9338,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26370.62149,-28525.46407,-28586.05333,nan,nan,-25162.9338,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26370.62149,-28525.46407,-28586.05333,nan,nan,-25162.9338,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26370.62149,-28482.992,-28586.05333,nan,nan,-25112.04055,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-25277.01021,-28482.992,-28586.05333,nan,nan,-25119.67039,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-25277.01021,-28482.992,-28593.84091,nan,nan,-25117.01024,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-25277.01021,-28482.992,-28598.31464,nan,nan,-25131.72346,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24618.95469,-28482.992,-28598.31464,nan,nan,-25131.72346,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24618.95469,-28482.992,-28598.31464,nan,nan,-25131.72346,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23989.39128,-28482.992,-28598.31464,nan,nan,-25150.02009,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23989.39128,-28482.992,-28598.31464,nan,nan,-25155.86826,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23989.39128,-28482.992,-28598.31464,nan,nan,-25155.86826,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23989.39128,-26618.56794,-28605.8642,nan,nan,-25185.76149,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23989.39128,-25351.77036,-28605.8642,nan,nan,-25185.76149,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23989.39128,-25351.77036,-28605.8642,nan,nan,-25185.76149,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-23989.39128,-24027.43503,-28605.8642,nan,nan,-25127.35535,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24037.87574,-24027.43503,-28605.8642,nan,nan,-25127.35535,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24037.87574,-24027.43503,-28597.50909,nan,nan,-25109.50278,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24037.87574,-24027.43503,-28598.35856,nan,nan,-25096.66659,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24042.10571,-24027.43503,-28598.35856,nan,nan,-25096.66659,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24042.10571,-24027.43503,-28598.35856,nan,nan,-25096.66659,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24079.43551,-24027.43503,-28598.35856,nan,nan,-25096.66659,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24079.43551,-24027.43503,-28598.35856,nan,nan,-25117.85163,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24079.43551,-24027.43503,-28598.35856,nan,nan,-25117.85163,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24079.43551,-24068.54404,-28614.80381,nan,nan,-25117.85163,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24079.43551,-24060.06876,-28614.80381,nan,nan,-25172.18563,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24079.43551,-24047.98852,-28614.80381,nan,nan,-25172.18563,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24079.43551,-24047.98852,-28614.80381,nan,nan,-25172.18563,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24121.29394,-24047.98852,-28614.80381,nan,nan,-25154.86936,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24121.29394,-24047.98852,-28672.02972,nan,nan,-25154.86936,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24121.29394,-24047.98852,-28684.56953,nan,nan,-25154.86936,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24143.33443,-24047.98852,-28684.56953,nan,nan,-25128.58158,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24143.33443,-24047.98852,-28684.56953,nan,nan,-25132.29766,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24146.85194,-24047.98852,-28684.56953,nan,nan,-25132.29766,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24146.85194,-24047.98852,-28668.1805,nan,nan,-25132.29766,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24146.85194,-24034.27803,-28668.1805,nan,nan,-25130.73991,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24146.85194,-24000.75955,-28668.1805,nan,nan,-25130.73991,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24146.85194,-24007.85819,-28668.1805,nan,nan,-25158.817,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24146.85194,-24007.85819,-28668.1805,nan,nan,-25146.17904,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24146.85194,-24010.33492,-28668.1805,nan,nan,-25146.17904,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24117.36867,-24010.33492,-28646.56626,nan,nan,-25107.38676,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24117.36867,-24010.33492,-28692.09342,nan,nan,-25109.55531,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24117.36867,-24010.33492,-28692.09342,nan,nan,-25109.55531,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24099.55777,-24010.33492,-28692.09342,nan,nan,-25109.55531,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24099.55777,-24010.33492,-28692.09342,nan,nan,-25051.37896,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24113.43135,-24010.33492,-28692.09342,nan,nan,-25051.37896,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24113.43135,-24010.33492,-28687.95547,nan,nan,-25051.37896,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24113.43135,-24011.50611,-28687.95547,nan,nan,-25037.84266,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24113.43135,-23973.43275,-28687.95547,nan,nan,-25037.84266,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24113.43135,-23989.12228,-28687.95547,nan,nan,-25037.84266,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24113.43135,-23989.12228,-28687.95547,nan,nan,-24997.34918,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24113.43135,-23989.12228,-28687.95547,nan,nan,-24997.34918,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24163.06966,-24052.28741,-28656.26637,nan,nan,-24997.34918,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24163.06966,-24052.28741,-28652.817,nan,nan,-24997.34918,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24163.06966,-24052.28741,-28652.817,nan,nan,-24968.92612,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24214.09764,-24052.28741,-28652.817,nan,nan,-24968.92612,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24214.09764,-24052.28741,-28652.817,nan,nan,-24968.92612,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24208.93518,-24052.28741,-28652.817,nan,nan,-24992.29418,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24208.93518,-24052.28741,-28656.80052,nan,nan,-24992.29418,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24208.93518,-24076.41238,-28656.80052,nan,nan,-24992.29418,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24208.93518,-24064.8838,-28656.80052,nan,nan,-24955.00774,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24208.93518,-24079.33269,-28656.80052,nan,nan,-25012.42663,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24208.93518,-24079.33269,-28656.80052,nan,nan,-25012.42663,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24208.93518,-24079.33269,-28656.80052,nan,nan,-25065.47011,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24326.37275,-24051.40599,-27783.13991,nan,nan,-25046.99569,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24326.37275,-24051.40599,-25873.52672,nan,nan,-25046.99569,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24354.45523,-24051.40599,-25873.52672,nan,nan,-25035.29063,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24333.93335,-24051.40599,-25873.52672,nan,nan,-25048.14599,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24333.93335,-24051.40599,-25873.52672,nan,nan,-25048.14599,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24333.93335,-24051.40599,-25873.52672,nan,nan,-25071.29472,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24333.93335,-24051.40599,-24634.92475,nan,nan,-25101.51446,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24333.93335,-24047.29393,-24634.92475,nan,nan,-25101.51446,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24333.93335,-24078.52488,-24634.92475,nan,nan,-25071.38648,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24333.93335,-24095.94715,-24634.92475,nan,nan,-25077.48833,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24333.93335,-24095.94715,-24634.92475,nan,nan,-25077.48833,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24347.82256,-24095.94715,-24634.92475,nan,nan,-25077.48833,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24388.47284,-24082.63246,-24646.02989,nan,nan,-25044.70288,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24388.47284,-24082.63246,-24676.09344,nan,nan,-25044.70288,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24357.00223,-24082.63246,-24676.09344,nan,nan,-25059.7764,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24357.00223,-24082.63246,-24676.09344,nan,nan,-25047.20273,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24357.00223,-24082.63246,-24676.09344,nan,nan,-25047.20273,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24357.00223,-24082.63246,-24676.09344,nan,nan,-25047.20273,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24357.00223,-24082.63246,-24711.56813,nan,nan,-25138.4473,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24357.00223,-24086.86496,-24711.56813,nan,nan,-25138.4473,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24357.00223,-24086.86496,-24711.56813,nan,nan,-25087.73989,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24357.00223,-24087.38149,-24711.56813,nan,nan,-25154.68487,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24340.41911,-24087.38149,-24711.56813,nan,nan,-25154.68487,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24400.29672,-24048.39272,-24694.97603,nan,nan,-25154.68487,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24400.29672,-24048.39272,-24685.66232,nan,nan,-25155.33503,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24381.96595,-24048.39272,-24685.66232,nan,nan,-25155.33503,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24414.3045,-24048.39272,-24728.64264,nan,nan,-25148.01464,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24414.3045,-24048.39272,-24728.64264,nan,nan,-25136.21703,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24414.3045,-24048.39272,-24728.64264,nan,nan,-25136.21703,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24414.3045,-24048.39272,-24728.64264,nan,nan,-25118.35157,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24414.3045,-24048.39272,-24733.1264,nan,nan,-25104.60298,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24414.3045,-24016.6448,-24733.1264,nan,nan,-25104.60298,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24414.3045,-24016.6448,-24733.1264,nan,nan,-25104.60298,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24414.3045,-24052.01062,-24733.1264,nan,nan,-25090.35292,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24367.17866,-24052.01062,-24694.48505,nan,nan,-25120.08909,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24367.17866,-24053.33912,-24694.48505,nan,nan,-25120.08909,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24367.17866,-24053.33912,-24694.48505,nan,nan,-25120.08909,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24352.5764,-24053.33912,-24663.49181,nan,nan,-25121.10479,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24352.5764,-24053.33912,-24663.49181,nan,nan,-25121.10479,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24372.65313,-24053.33912,-24645.5474,nan,nan,-25121.10479,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24372.65313,-24053.33912,-24645.5474,nan,nan,-25200.30716,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24372.65313,-24053.33912,-24645.5474,nan,nan,-25200.30716,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24372.65313,-24053.33912,-24645.5474,nan,nan,-25200.30716,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24372.65313,-24095.48826,-24601.59722,nan,nan,-25238.82459,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24372.65313,-24062.5267,-24601.59722,nan,nan,-25238.82459,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24372.65313,-24053.39672,-24601.59722,nan,nan,-25238.82459,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24354.74766,-24029.49674,-24558.76553,nan,nan,-25252.20917,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24354.74766,-24029.49674,-24558.76553,nan,nan,-25252.20917,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24354.74766,-24029.49674,-24554.73912,nan,nan,-25252.20917,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24364.22632,-24029.49674,-24554.73912,nan,nan,-25280.17773,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24364.22632,-24029.49674,-24554.73912,nan,nan,-25280.17773,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24345.75212,-24029.49674,-24569.68641,nan,nan,-25280.17773,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24345.75212,-24029.49674,-24569.68641,nan,nan,-25308.67708,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24345.75212,-24029.49674,-24569.68641,nan,nan,-25308.67708,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24345.75212,-24029.49674,-24569.68641,nan,nan,-25308.05967,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24345.75212,-24037.84289,-24598.42066,nan,nan,-25319.93638,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24345.75212,-24037.84289,-24598.42066,nan,nan,-25319.93638,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24345.75212,-24044.29913,-24598.42066,nan,nan,-25319.93638,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24331.27741,-24051.02273,-24588.48927,nan,nan,-25337.5419,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24331.27741,-24051.02273,-24588.48927,nan,nan,-25337.5419,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24331.27741,-24051.02273,-24608.39836,nan,nan,-25337.5419,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24339.75719,-24051.02273,-24608.39836,nan,nan,-25301.17652,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24339.75719,-24051.02273,-24540.2627,nan,nan,-25301.17652,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24307.53681,-24051.02273,-24540.2627,nan,nan,-25301.17652,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24307.53681,-24051.02273,-24540.2627,nan,nan,-25270.98705,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24307.53681,-24051.02273,-24540.2627,nan,nan,-25287.83388,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24307.53681,-24051.02273,-24540.2627,nan,nan,-25287.83388,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24307.53681,-24079.56616,-24535.18111,nan,nan,-25261.40727,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24307.53681,-24096.3261,-24535.18111,nan,nan,-25232.69006,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24307.53681,-24096.3261,-24535.18111,nan,nan,-25232.69006,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24296.57482,-24202.34601,-24528.80485,nan,nan,-25215.49885,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24296.57482,-24202.34601,-24528.80485,nan,nan,-25182.61906,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24296.57482,-24202.34601,-24528.80485,nan,nan,-25182.61906,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24296.57482,-24202.34601,-24541.17062,nan,nan,-25140.07305,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24313.70737,-24202.34601,-24541.17062,nan,nan,-25140.07305,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24313.70737,-24202.34601,-24552.65928,nan,nan,-25166.37341,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24313.70737,-24202.34601,-24552.65928,nan,nan,-25166.37341,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24313.70737,-24202.34601,-24552.65928,nan,nan,-25161.4543,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24313.70737,-24202.34601,-24500.96817,nan,nan,-25161.18523,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24313.70737,-24202.34601,-24500.96817,nan,nan,-25167.42446,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24313.70737,-24204.80699,-24500.96817,nan,nan,-25167.42446,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24313.70737,-24166.76833,-24500.96817,nan,nan,-25145.2331,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24330.64389,-24166.76833,-24539.52003,nan,nan,-25145.2331,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24366.56779,-24147.26159,-24539.52003,nan,nan,-25119.97705,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24366.56779,-24147.26159,-24539.52003,nan,nan,-25145.0176,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24337.71288,-24147.26159,-24550.17198,nan,nan,-25145.0176,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24326.0169,-24147.26159,-24550.17198,nan,nan,-25166.85586,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24326.0169,-24147.26159,-24580.16035,nan,nan,-25183.62429,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24326.0169,-24147.26159,-24580.16035,nan,nan,-25183.62429,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24326.0169,-24147.26159,-24580.16035,nan,nan,-25183.62429,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24326.0169,-24147.26159,-24580.16035,nan,nan,-25169.05793,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24326.0169,-24139.85238,-24578.11825,nan,nan,-25169.05793,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24326.0169,-24169.97941,-24578.11825,nan,nan,-25197.73371,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24326.0169,-24169.97941,-24578.11825,nan,nan,-25193.61488,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24311.93988,-24206.5875,-24578.11825,nan,nan,-25222.05022,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24306.84958,-24244.87997,-24585.18092,nan,nan,-25222.05022,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24306.84958,-24244.87997,-24585.18092,nan,nan,-25254.8454,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24307.78608,-24244.87997,-24579.84913,nan,nan,-25254.8454,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24295.94472,-24244.87997,-24579.84913,nan,nan,-25255.6078,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24295.94472,-24244.87997,-24558.84546,nan,nan,-25287.79487,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24295.94472,-24244.87997,-24558.84546,nan,nan,-25287.79487,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24295.94472,-24244.87997,-24558.84546,nan,nan,-25294.78139,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24295.94472,-24244.87997,-24534.92534,nan,nan,-25297.62217,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24295.94472,-24222.16121,-24534.92534,nan,nan,-25270.64958,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24270.34683,-24206.98062,-24534.92534,nan,nan,-25270.64958,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24270.34683,-24206.98062,-24534.92534,nan,nan,-25283.15778,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24290.468,-24210.52042,-24520.52721,nan,nan,-25283.15778,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24290.468,-24154.17379,-24520.52721,nan,nan,-25283.15778,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24275.53219,-24154.17379,-24520.52721,nan,nan,-25331.08888,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24292.52955,-24154.17379,-24493.44183,nan,nan,-25301.36632,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24292.52955,-24154.17379,-24493.44183,nan,nan,-25301.36632,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24292.52955,-24154.17379,-24510.06208,nan,nan,-25301.36632,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24292.52955,-24154.17379,-24510.06208,nan,nan,-25335.805,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24292.52955,-24154.17379,-24510.06208,nan,nan,-25335.805,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24292.52955,-24154.17379,-24562.30059,nan,nan,-25335.805,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24277.11006,-24107.85673,-24562.30059,nan,nan,-25382.90445,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24277.11006,-24135.92418,-24562.30059,nan,nan,-25372.87739,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24252.20624,-24135.92418,-24562.30059,nan,nan,-25424.53208,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24252.20624,-24114.0754,-24599.84413,nan,nan,-25424.53208,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24252.20624,-24114.0754,-24599.84413,nan,nan,-25400.91138,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24246.7828,-24114.0754,-24598.27126,nan,nan,-25400.91138,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24268.56807,-24114.0754,-24598.27126,nan,nan,-25379.18429,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24268.56807,-24114.0754,-24598.27126,nan,nan,-25337.68606,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24268.56807,-24114.0754,-24591.30185,nan,nan,-25333.83819,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
