ramp_PG_sa_lr1,ramp_PG_sa_lr0.1,ramp_A3C_sa_lr1,ramp_A3C_sa_lr0.1,ramp_A3C_sa_lr0.01,ramp_PPO_sa_lr5e-5,ramp_PG_ma_lr0.01,ramp_A3C_ma_lr0.01,ramp_PPO_ma_lr0.1,ramp_PPO_ma_lr5e-5,,,ramp_len100_pos300,ramp_len150_pos300,ramp_len200_pos300,ramp_len200_pos200,ramp_len200_pos250,ramp_len200_pos350,ramp_len250_pos300,ramp_turn
nan,nan,-29956.93698,-36730.27834,-35223.4167,nan,-4647.54645,-30744.78565,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29956.93698,-36377.95149,-35223.4167,nan,-4490.680252,-30744.78565,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29838.86555,-36377.95149,-35223.4167,nan,-4498.771235,-30744.78565,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29533.21506,-36377.95149,-34957.81231,nan,-4422.068409,-30744.78565,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29533.21506,-36377.95149,-34624.69379,nan,-4734.884568,-30744.78565,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29533.21506,-36377.95149,-34352.1114,nan,-4813.041463,-30496.99924,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29533.21506,-36377.95149,-34352.1114,nan,-4929.582966,-30496.99924,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29459.65428,-36031.39012,-34051.72437,nan,-5032.286066,-30496.99924,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29459.65428,-36031.39012,-34051.72437,nan,-5044.00636,-30429.51352,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29459.65428,-36031.39012,-34051.72437,nan,-5200.917572,-30429.51352,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29459.65428,-35433.04514,-34051.72437,nan,-4929.278258,-30429.51352,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29459.65428,-35433.04514,-34051.72437,nan,-5048.361038,-30289.39147,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29459.65428,-35433.04514,-34051.72437,nan,-5515.902474,-30204.28659,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29459.65428,-35132.57091,-34051.72437,nan,-6082.595698,-30204.28659,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29354.59457,-35132.57091,-34051.72437,nan,-6834.505513,-30098.90563,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29128.00893,-35132.57091,-34051.72437,nan,-6748.214241,-30098.90563,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29128.00893,-35132.57091,-33464.88177,nan,-6981.667313,-30098.90563,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29128.00893,-35132.57091,-33464.88177,nan,-6490.364691,-30098.90563,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29128.00893,-35132.57091,-33464.88177,nan,-6064.794229,-30098.90563,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29043.58069,-34797.64187,-33249.03312,nan,-5964.40217,-29952.19243,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29043.58069,-34797.64187,-33249.03312,nan,-6049.477503,-29952.19243,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29043.58069,-34797.64187,-33249.03312,nan,-6795.910548,-29952.19243,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29043.58069,-34276.44978,-33249.03312,nan,-6919.875859,-29873.4724,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29043.58069,-34276.44978,-33249.03312,nan,-7562.388951,-29873.4724,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29043.58069,-33953.30878,-33249.03312,nan,-6890.674115,-29873.4724,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-29043.58069,-33953.30878,-33249.03312,nan,-6954.162955,-29873.4724,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-28910.67921,-33953.30878,-33249.03312,nan,-6788.903323,-29666.65163,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-28695.34755,-33953.30878,-33249.03312,nan,-6613.744345,-29666.65163,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-28695.34755,-33953.30878,-32656.72565,nan,-7787.502024,-29666.65163,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-28695.34755,-33953.30878,-32656.72565,nan,-6877.325082,-29650.61644,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-28592.91115,-33953.30878,-32656.72565,nan,-6469.011563,-29650.61644,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-28592.91115,-33760.88226,-32546.96623,nan,-6070.101733,-29650.61644,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-28592.91115,-33760.88226,-32546.96623,nan,-5782.243709,-29448.01809,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-28592.91115,-33760.88226,-32546.96623,nan,-5931.623742,-29448.01809,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-28592.91115,-33355.60617,-32546.96623,nan,-5888.626446,-29448.01809,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-28592.91115,-33355.60617,-32546.96623,nan,-5614.184779,-29363.61736,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-28592.91115,-33167.7308,-32546.96623,nan,-5152.836496,-29363.61736,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-28284.14981,-33167.7308,-32546.96623,nan,-4807.685244,-29363.61736,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-28284.14981,-33167.7308,-32326.66148,nan,-4381.912202,-29161.26288,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-28199.55959,-33167.7308,-31930.34823,nan,-4208.881512,-29161.26288,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-28199.55959,-33167.7308,-31930.34823,nan,-4088.85004,-29161.26288,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-28199.55959,-33167.7308,-31930.34823,nan,-3782.760938,-29125.28221,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-28199.55959,-33167.7308,-31782.14835,nan,-3902.312085,-29125.28221,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-28112.57981,-33167.7308,-31782.14835,nan,-3964.254563,-29125.28221,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-28112.57981,-32977.03061,-31782.14835,nan,-4111.132213,-29125.28221,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-28112.57981,-32977.03061,-31782.14835,nan,-4561.723852,-29075.57306,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-28112.57981,-32557.07547,-31782.14835,nan,-4419.065978,-29049.04689,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-28112.57981,-32557.07547,-31782.14835,nan,-4683.890845,-29049.04689,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-28112.57981,-32344.79896,-31782.14835,nan,-4738.194528,-29049.04689,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27996.02405,-32344.79896,-31635.85846,nan,-4517.333483,-28995.4572,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27996.02405,-32344.79896,-31378.58882,nan,-4317.049274,-28995.4572,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27931.9826,-32344.79896,-31378.58882,nan,-4338.540687,-28995.4572,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27931.9826,-32344.79896,-31378.58882,nan,-4514.948047,-28995.4572,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27931.9826,-32344.79896,-31378.58882,nan,-4584.509102,-28995.4572,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27931.9826,-32344.79896,-31250.46339,nan,-4688.513335,-28876.30393,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27866.9085,-32344.79896,-31250.46339,nan,-4856.728083,-28876.30393,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27866.9085,-32190.20146,-31250.46339,nan,-5516.227446,-28876.30393,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27866.9085,-32190.20146,-31250.46339,nan,-5549.344723,-28844.0381,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27866.9085,-32051.91185,-31250.46339,nan,-5674.830297,-28844.0381,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27866.9085,-31810.72886,-31250.46339,nan,-5526.591275,-28844.0381,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27791.14934,-31810.72886,-31250.46339,nan,-5404.849672,-28786.44754,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27728.51945,-31810.72886,-31115.46265,nan,-4989.346681,-28786.44754,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27728.51945,-31810.72886,-30912.46276,nan,-4768.484021,-28786.44754,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27728.51945,-31810.72886,-30912.46276,nan,-4549.729309,-28751.12323,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27701.66091,-31810.72886,-30912.46276,nan,-4412.804559,-28751.12323,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27701.66091,-31810.72886,-30912.46276,nan,-4192.539264,-28215.39085,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27701.66091,-31810.72886,-30780.50088,nan,-4329.245395,-27319.14611,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27668.4806,-31810.72886,-30780.50088,nan,-4684.903975,-26450.87964,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27668.4806,-31810.72886,-30780.50088,nan,-4887.155995,-26450.87964,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27668.4806,-31562.56713,-30780.50088,nan,-4761.007316,-25207.34263,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27668.4806,-31408.00148,-30780.50088,nan,-5040.366522,-25207.34263,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27668.4806,-31309.28868,-30780.50088,nan,-5874.269684,-25207.34263,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27643.98123,-31309.28868,-30780.50088,nan,-5671.353985,-25203.66609,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27582.62296,-31309.28868,-30662.03496,nan,-6568.700373,-25190.96417,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27582.62296,-31309.28868,-30500.78373,nan,-8642.089115,-25248.10825,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27582.62296,-31309.28868,-30500.78373,nan,-19876.76952,-25248.10825,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27586.87304,-31309.28868,-30500.78373,nan,-70485.5793,-25234.33482,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27586.87304,-31309.28868,-30393.06517,nan,-26874.58201,-25234.33482,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27586.87304,-31309.28868,-30393.06517,nan,-20989.91079,-25237.89096,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27529.23124,-31309.28868,-30393.06517,nan,-21235.19898,-25247.1079,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27529.23124,-31309.28868,-30393.06517,nan,-24470.45522,-25211.576,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27529.23124,-31018.57943,-30393.06517,nan,-30030.01805,-25211.576,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27529.23124,-31018.57943,-30393.06517,nan,-28232.85613,-25257.9101,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27529.23124,-30775.68742,-30393.06517,nan,-20157.48379,-25257.9101,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27425.91359,-30775.68742,-30393.06517,nan,-19279.36471,-25294.54723,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27425.91359,-30775.68742,-30288.86166,nan,-19041.03785,-25292.54537,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27425.91359,-30775.68742,-30067.12412,nan,-19895.30608,-25310.46959,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27425.91359,-30775.68742,-30067.12412,nan,-20362.6767,-25310.46959,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27425.91359,-30775.68742,-30067.12412,nan,-21069.72818,-25354.16854,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27396.1942,-30775.68742,-29970.60401,nan,-21234.83667,-25354.16854,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27396.1942,-30775.68742,-29970.60401,nan,nan,-25347.33184,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27335.43022,-30775.68742,-29970.60401,nan,nan,-25312.76518,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27335.43022,-30775.68742,-29970.60401,nan,nan,-25330.26474,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27335.43022,-30518.59465,-29970.60401,nan,nan,-25330.26474,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27335.43022,-30518.59465,-29970.60401,nan,nan,-25316.28574,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27335.43022,-30293.15568,-29970.60401,nan,nan,-25316.28574,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27204.01752,-30293.15568,-29970.60401,nan,nan,-25316.28574,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27204.01752,-30293.15568,-29970.60401,nan,nan,-25335.27453,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27204.01752,-30293.15568,-29856.06706,nan,nan,-25307.38912,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27204.01752,-30293.15568,-29814.95437,nan,nan,-25307.38912,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27159.39852,-30293.15568,-29814.95437,nan,nan,-25313.21779,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27106.73981,-30293.15568,-29745.82963,nan,nan,-25313.21779,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27106.73981,-30293.15568,-29745.82963,nan,nan,-25313.21779,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27106.73981,-30293.15568,-29745.82963,nan,nan,-25303.64033,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27106.73981,-30293.15568,-29745.82963,nan,nan,-25357.43962,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27106.73981,-30187.46588,-29745.82963,nan,nan,-25357.43962,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27106.73981,-30187.46588,-29745.82963,nan,nan,-25357.43962,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27042.07361,-30059.25065,-29745.82963,nan,nan,-25362.8633,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27042.07361,-30059.25065,-29745.82963,nan,nan,-25362.8633,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27042.07361,-30059.25065,-29682.35674,nan,nan,-25296.83529,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27042.07361,-30059.25065,-29661.77437,nan,nan,-25255.55677,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27042.07361,-30059.25065,-29656.38651,nan,nan,-25255.55677,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27016.91539,-30059.25065,-29656.38651,nan,nan,-25255.55677,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-27016.91539,-30059.25065,-29622.43413,nan,nan,-25287.41251,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26988.90989,-30059.25065,-29622.43413,nan,nan,-25275.32064,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26988.90989,-30059.25065,-29622.43413,nan,nan,-25265.9286,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26988.90989,-30059.25065,-29622.43413,nan,nan,-25284.04508,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26988.90989,-29924.65418,-29622.43413,nan,nan,-25284.04508,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26988.90989,-29924.65418,-29622.43413,nan,nan,-25284.04508,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26917.71523,-29834.07835,-29622.43413,nan,nan,-25317.95323,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26882.16512,-29834.07835,-29622.43413,nan,nan,-25296.11168,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26882.16512,-29834.07835,-29622.43413,nan,nan,-25292.56785,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26882.16512,-29834.07835,-29524.30806,nan,nan,-25248.64643,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26882.16512,-29834.07835,-29459.10958,nan,nan,-25248.64643,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26832.20251,-29834.07835,-29459.10958,nan,nan,-25248.64643,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26832.20251,-29834.07835,-29405.62334,nan,nan,-25248.64643,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26827.27552,-29834.07835,-29405.62334,nan,nan,-25237.90927,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26827.27552,-29834.07835,-29405.62334,nan,nan,-25257.51255,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26827.27552,-29744.90039,-29405.62334,nan,nan,-25253.96928,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26827.27552,-29692.01277,-29405.62334,nan,nan,-25247.01138,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26827.27552,-29692.01277,-29405.62334,nan,nan,-25247.01138,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26805.77138,-29644.14992,-29405.62334,nan,nan,-25247.01138,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26805.77138,-29601.92442,-29405.62334,nan,nan,-25170.98142,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26805.77138,-29601.92442,-29364.01202,nan,nan,-25170.98142,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26805.77138,-29601.92442,-29310.29593,nan,nan,-25142.13494,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26741.36393,-29601.92442,-29308.4428,nan,nan,-25142.13494,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26741.36393,-29601.92442,-29308.4428,nan,nan,-25142.13494,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26741.36393,-29601.92442,-29308.4428,nan,nan,-25142.13494,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26690.31769,-29601.92442,-29299.63337,nan,nan,-25127.55008,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26690.31769,-29601.92442,-29299.63337,nan,nan,-25127.55008,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26690.31769,-29533.14333,-29299.63337,nan,nan,-25097.89551,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26690.31769,-29533.14333,-29299.63337,nan,nan,-25127.14282,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26690.31769,-29478.13478,-29299.63337,nan,nan,-25127.14282,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26644.19628,-29351.05693,-29299.63337,nan,nan,-25127.14282,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26628.92747,-29351.05693,-29299.63337,nan,nan,-25048.62291,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26628.92747,-29351.05693,-29299.63337,nan,nan,-25092.78449,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26628.92747,-29351.05693,-29128.08424,nan,nan,-25066.68975,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26588.68493,-29351.05693,-29128.08424,nan,nan,-25066.56586,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26588.68493,-29351.05693,-29128.08424,nan,nan,-25066.56586,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26546.7013,-29351.05693,-29063.21376,nan,nan,-25066.56586,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26546.7013,-29351.05693,-29063.21376,nan,nan,-25058.99191,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26546.7013,-29351.05693,-29063.21376,nan,nan,-25048.49243,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26546.7013,-29311.76483,-29063.21376,nan,nan,-25048.49243,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26546.7013,-29250.76507,-29063.21376,nan,nan,-25043.31227,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26546.7013,-29250.76507,-29063.21376,nan,nan,-25083.29046,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26546.7013,-29164.56595,-29063.21376,nan,nan,-25083.29046,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26535.01293,-29164.56595,-29063.21376,nan,nan,-25083.29046,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26535.01293,-29164.56595,-28994.22992,nan,nan,-25083.29046,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26535.01293,-29164.56595,-28905.27831,nan,nan,-25083.29046,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26538.19847,-29164.56595,-28905.27831,nan,nan,-25142.84711,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26538.19847,-29164.56595,-28905.27831,nan,nan,-25142.84711,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26519.25211,-29164.56595,-28905.27831,nan,nan,-25168.06528,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26519.25211,-29164.56595,-28889.07396,nan,nan,-25197.78847,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26519.25211,-29164.56595,-28889.07396,nan,nan,-25197.78847,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26519.25211,-29090.15775,-28889.07396,nan,nan,-25197.78847,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26519.25211,-29007.7308,-28889.07396,nan,nan,-25197.78847,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26519.25211,-29007.7308,-28889.07396,nan,nan,-25209.94302,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26480.89562,-28920.30008,-28889.07396,nan,nan,-25209.94302,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26467.12416,-28874.79368,-28889.07396,nan,nan,-25229.43279,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26467.12416,-28874.79368,-28889.07396,nan,nan,-25186.25937,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26467.12416,-28874.79368,-28762.18522,nan,nan,-25186.25937,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26436.59418,-28874.79368,-28762.18522,nan,nan,-25186.25937,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26436.59418,-28874.79368,-28762.18522,nan,nan,-25186.25937,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26407.77392,-28874.79368,-28762.18522,nan,nan,-25177.34453,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26407.77392,-28874.79368,-28731.64796,nan,nan,-25147.57774,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26407.77392,-28874.79368,-28731.64796,nan,nan,-25128.4901,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26407.77392,-28840.67978,-28731.64796,nan,nan,-25152.70399,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26407.77392,-28792.72029,-28731.64796,nan,nan,-25152.70399,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26407.77392,-28792.72029,-28731.64796,nan,nan,-25152.70399,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26406.00287,-28679.62545,-28731.64796,nan,nan,-25184.75224,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26391.8799,-28679.62545,-28731.64796,nan,nan,-25166.99749,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26391.8799,-28679.62545,-28658.38489,nan,nan,-25137.36076,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26391.8799,-28679.62545,-28567.31584,nan,nan,-25143.49395,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26373.59491,-28679.62545,-28567.31584,nan,nan,-25143.49395,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-26373.59491,-28679.62545,-28567.31584,nan,nan,-25143.49395,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
